Feature value 1, Feature value 2, Jaccard coefficient for reference set, Jaccard coefficient for MMP-targeting set
Germ_LV_IGLV1-51*01,Germ_HV_IGHV1-67*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV5-9*02,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV4-59*08,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV5-10-1*04,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV1-8*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV4-59*03,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV1-2*04,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV8-8*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV3-66*02,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV1S45*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV1-14*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV2-70*13,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV5-6-1*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV5-12-2*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV9-4*02,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV2-9*02,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV3-48*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV14-1*02,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV3-30*11,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV1-2*02,0.0625,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV9-2-1*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV3-30*02,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV1-69*08,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV4-59*05,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV8-12*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV1-9*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV1-54*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV1-37*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV2-6-4*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV4-59*04,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV4-34*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV1S61*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV1-59*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV3-8*02,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV1S29*02,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV3-7*02,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV1S69*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV3-6*02,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV1-84*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV13-2*02,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV3-11*05,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV1-34*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV3-53*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV1-46*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV1-12*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV3-30*10,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV3-74*03,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV3-23*02,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV3-15*07,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV3-13*04,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV14-4*02,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV1-72*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV7-3*04,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV3-33*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV5-9*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV4-31*02,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV5-12*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV1-85*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV1-55*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV1-69*14,0.1111111111111111,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV5S9*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV1-19*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV1-82*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV3-64*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV14-1*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV6-3*02,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV1S14*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV5-6-2*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV14-3*02,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV9-1*02,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV2-2*03,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV3-73*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV5-6-3*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV1-50*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV1S53*02,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV2-5*09,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV10S3*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV5-9-3*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV1-63*02,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV1-47*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV4-38-2*02,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV1-39*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV1-81*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV3-2*02,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV9-3*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV1-69*10,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV3-74*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV1-3*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV3-15*04,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV10-1*02,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV8-5*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV5-15*02,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV5-9*03,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV4-4*07,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV3-33*03,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV1-18*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV3-11*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV2S5*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV3-23*03,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV2-6-7*02,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV7-3*02,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV4-38-2*01,0.25,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV3-20*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV3-1*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV1-66*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV4-59*02,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV4-39*07,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV4-30-4*07,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV1-61*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV7-4-1*02,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV1-69*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV6-7*02,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV5-51*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV1-34*02,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV1-26*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV1-69D*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV1-69-2*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV3-66*03,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV4-31*05,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV4-59*07,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV1S7*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV6-6*02,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HV_IGHV2S33*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HJ_IGHJ4*01,0.012345679012345678,0.0
Germ_LV_IGLV1-51*01,Germ_HJ_IGHJ1*01,0.11538461538461539,0.0
Germ_LV_IGLV1-51*01,Germ_HJ_IGHJ6*02,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HJ_IGHJ3*01,0.010309278350515464,0.0
Germ_LV_IGLV1-51*01,Germ_HJ_IGHJ5*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HJ_IGHJ1*02,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HJ_IGHJ5*02,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HJ_IGHJ3*02,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HJ_IGHJ4*02,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HJ_IGHJ2*03,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HJ_IGHJ6*04,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HJ_IGHJ1*03,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HJ_IGHJ2*01,0.0,0.0
Germ_LV_IGLV1-51*01,Germ_HJ_IGHJ6*01,0.0,0.0
Germ_LV_IGLV1-51*01,Canonical_L1_2,0.0,0.0
Germ_LV_IGLV1-51*01,Canonical_L1_4,0.0,0.0
Germ_LV_IGLV1-51*01,Canonical_L1_3,0.0,0.0
Germ_LV_IGLV1-51*01,Canonical_L1_5,0.0,0.0
Germ_LV_IGLV1-51*01,Canonical_L1_0,0.022641509433962263,0.0
Germ_LV_IGLV1-51*01,Canonical_L2_0,0.012121212121212121,0.0
Germ_LV_IGLV1-51*01,Canonical_L3_0,0.012121212121212121,0.0
Germ_LV_IGLV1-51*01,Canonical_H1_2,0.06451612903225806,0.0
Germ_LV_IGLV1-51*01,Canonical_H1_4,0.0,0.0
Germ_LV_IGLV1-51*01,Canonical_H1_1,0.00909090909090909,0.0
Germ_LV_IGLV1-51*01,Canonical_H1_3,0.0,0.0
Germ_LV_IGLV1-51*01,Canonical_H1_0,0.0,0.0
Germ_LV_IGLV1-51*01,Canonical_H2_6,0.01639344262295082,0.0
Germ_LV_IGLV1-51*01,Canonical_H2_0,0.01775147928994083,0.0
Germ_LV_IGLV1-51*01,Canonical_H2_5,0.004672897196261682,0.0
Germ_LV_IGLV1-51*01,Canonical_H2_3,0.0,0.0
Germ_LV_IGLV1-51*01,Canonical_H3_2,0.022727272727272728,0.0
Germ_LV_IGLV1-51*01,Canonical_H3_1,0.021739130434782608,0.0
Germ_LV_IGLV1-51*01,Canonical_H3_0,0.0,0.0
Germ_LV_IGLV1-51*01,Canonical_H3_3,0.013157894736842105,0.0
Germ_LV_IGLV1-51*01,PI_0.0-3.5,0.0,0.0
Germ_LV_IGLV1-51*01,PI_3.5-3.9375,0.0,0.0
Germ_LV_IGLV1-51*01,PI_3.9375-4.375,0.009259259259259259,0.0
Germ_LV_IGLV1-51*01,PI_4.375-5.25,0.06382978723404255,0.0
Germ_LV_IGLV1-51*01,PI_5.25-5.6875,0.02857142857142857,0.0
Germ_LV_IGLV1-51*01,PI_5.6875-6.125,0.0,0.0
Germ_LV_IGLV1-51*01,PI_6.125-7.0,0.029411764705882353,0.0
Germ_LV_IGLV1-51*01,PI_7.0-14.0,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV8-24*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV1-88*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGLV2-11*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV1-9*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGLV1-40*03,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV3D-15*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV1S10*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV12S24*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGLV1-36*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGLV2-14*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV3-10*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV1-12*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGLV2-23*02,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV3-4*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV17-127*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGLV3-21*03,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV8-21*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV4-61*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV2-30*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV6-25*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV1-17*03,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV3-11*02,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV6-17*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV3-1*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV1-16*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGLV2S1*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV1-5*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV1S3*02,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV5-43*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV10-94*02,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV12-41*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV1S5*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV4-80*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGLV3-25*03,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV1-NL1*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV2-109*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV4-63*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV4-81*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV6-15*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV4-70*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV22S7*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV4-1*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGLV2-23*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV6-32*02,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV12-44*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV1S3*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV5-39*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGLV2-14*02,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGLV1-10*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV3S9*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV9-120*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGLV3-21*02,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGLV1*02,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV4-57-1*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV5-48*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV3S3*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV1-117*02,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGLV6-57*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV8-30*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGLV1-51*02,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV3-2*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV1S14*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV1S11*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV14-126*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV6-21*02,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV1-5*03,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGLV2S9*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGLV3*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGLV3-19*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV14-111*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV6-23*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV10-96*02,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV4-72*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGLV6-57*02,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV2D-29*02,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGLV3-9*02,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGLV3-10*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV12-46*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LV_IGKV10-94*05,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LJ_IGKJ2*03,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LJ_IGKJ2-3*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LJ_IGLJ1*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LJ_IGKJ2*01,0.022727272727272728,0.0
Germ_LV_IGKV1-110*01,Germ_LJ_IGKJ1*02,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LJ_IGKJ2-1*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LJ_IGLJ3*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LJ_IGKJ5*01,0.0410958904109589,0.0
Germ_LV_IGKV1-110*01,Germ_LJ_IGKJ1-2*02,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LJ_IGLJ7*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LJ_IGKJ2*02,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LJ_IGLJ6*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LJ_IGKJ3*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LJ_IGKJ4*02,0.07142857142857142,0.0
Germ_LV_IGKV1-110*01,Germ_LJ_IGKJ1-1*03,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LJ_IGKJ1-2*03,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LJ_IGKJ1*01,0.006993006993006993,0.0
Germ_LV_IGKV1-110*01,Germ_LJ_IGLJ2*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_LJ_IGKJ4*01,0.047619047619047616,0.0
Germ_LV_IGKV1-110*01,Germ_LJ_IGLJ3*02,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV1-5*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV3-9*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV5-17*02,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV1-53*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV1-24*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV1-15*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV1-42*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV10-3*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV3-23*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV3S1*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV2-5*02,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV3-30*18,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV1-4*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV5S4*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV4-4*02,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV4-2*02,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV3-23*04,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV3-21*03,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV1-69*02,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV9-3-1*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV3-30*03,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV3-72*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV1-6*02,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV3-15*06,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV5-4*02,0.1,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV1-22*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV4-4*08,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV4-1*02,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV1-18*04,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV1-7*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV2-6-5*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV6-6*01,0.07692307692307693,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV1-67*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV5-9*02,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV4-59*08,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV5-10-1*04,0.1,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV1-8*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV4-59*03,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV1-2*04,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV8-8*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV3-66*02,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV1S45*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV1-14*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV2-70*13,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV5-6-1*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV5-12-2*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV9-4*02,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV2-9*02,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV3-48*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV14-1*02,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV3-30*11,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV1-2*02,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV9-2-1*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV3-30*02,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV1-69*08,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV4-59*05,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV8-12*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV1-9*01,0.05,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV1-54*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV1-37*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV2-6-4*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV4-59*04,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV4-34*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV1S61*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV1-59*01,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV3-8*02,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV1S29*02,0.0,0.0
Germ_LV_IGKV1-110*01,Germ_HV_IGHV3-7*02,0.0,0.0
